35.30934642107501,-80.74418418104175
35.31110619608437,-80.74313275512209
35.312244338638116,-80.74168436227362
35.31285717799533,-80.74104063211873
35.31084354552848,-80.74140541253982
35.30999430289437,-80.7419633120074
35.30939019703707,-80.7412444800011
35.3074967421723,-80.7397262079576
35.30735227802631,-80.73983349631676
35.30805408851609,-80.73277778322166
35.308135075321054,-80.7327751010127
35.308104638860414,-80.73023642726403
35.307991913918684,-80.73035444445908
35.307388044939124,-80.72930270973507
35.30636258243183,-80.72684624979495
35.30722499632988,-80.72527983977089
35.30880971262098,-80.7251671869952
35.31027182668399,-80.72667458844363
35.31055198922679,-80.72916367834488
