35.307388044939124,-80.72930270973507
35.30798919235153,-80.73035461243848
35.3080586858327,-80.7327788848317
35.31055198922679,-80.72916367834488
35.31349703057953,-80.73188863952876
35.3119474257758,-80.73345504955283
35.31164100323115,-80.73037587368361
35.310292730244235,-80.73611580082657
35.30694412270063,-80.72945479265908
35.30500914405542,-80.72834972257363
35.30500914405542,-80.72833899373784
35.30500476622321,-80.72806004400752
35.30361260352511,-80.72944406386537
35.30332803902703,-80.72944942828325
35.30444440168264,-80.73279682517094
35.30430868782668,-80.73457781191063
35.302496229349586,-80.73757115709358
35.301060243083825,-80.73587600104014
35.3020321634047, -80.73276463864562
